Name,Hash,Meter,BPM,Total stream,Stream density
Stamina RPG 9/[13] [150] Mechanical Jager,d8cae2b83c0e7b83343d089e7022ca978c858bc2,13,150.0,89.0,0.7295081967213115
Stamina RPG 9/[13] [155] Minimal Love,b90f0829c9b06c1f36485caced1534593a70ced2,13,154.993,100.0,0.591715976331361
Stamina RPG 9/[13] [160] Moony eyes,8e7b2ff306e320513d6bf3f183477438e8691090,13,160.0,88.0,0.6875
Stamina RPG 9/[13] [146] Polovtsian Dances And Chorus,1eb8b1f691710b1b5124bf99d741f8c6b126362b,13,146.0,130.0,0.8125
Stamina RPG 9/[13] [140] Push The Fader,e1e6b8f9f7b898594ba099bd8b8238312904d071,13,140.0,135.0,0.9310344827586207
Stamina RPG 9/[13] [161] Slemyatsya Pacany,101bf00e0af661e76180603ef3448164c9cf1fc6,13,161.0,80.0,0.6956521739130435
Stamina RPG 9/[13] [150] Wissen ist Macht!!,12cde5bf9ba8f3598fe35640f949547614d2b85c,13,150.0,110.0,0.8088235294117647
Stamina RPG 9/[13] [170] You Too Much,57bd430206b8cf31753e4c6eeca337b9ddb0fdde,13,170.0,50.0,0.6944444444444444
Stamina RPG 9/[14] [150] -(DEOXYRIBOSE)-,ee688594f1e533b31280aaa2696746389db48b85,14,150.0,202.0,0.9181818181818182
Stamina RPG 9/[14] [180] CHAOS MAGNVM,8cb578c828ad89f8d7f29a2d0389839168f841d2,14,180.0,95.0,0.59375
Stamina RPG 9/[14] [170] Clad,b1ac7e00cf12805b4a69ce9cacf138a83b87c59d,14,170.0,107.0,0.6729559748427673
Stamina RPG 9/[14] [174] Gold Dust (Fox Stevenson Remix),f24e3da9c26d1d0ca6d934bca88cc63a525cb06f,14,174.0,99.0,0.7279411764705882
Stamina RPG 9/[14] [175] If You Like That,ada821042cfc9b95a6af1e742350fcf809a9fdfb,14,175.0,92.0,0.696969696969697
Stamina RPG 9/[14] [185] Inferno,993373d8cb53fb44dda2da353c40385c4fce09ee,14,185.0,74.0,0.4713375796178344
Stamina RPG 9/[14] [140] lastendconductor,268e17ad9bff51d1c95f9391de4daf05e9d41f9d,14,140.0,303.0,0.9181818181818182
"Stamina RPG 9/[14] [149] Let's Go, Come On",d3d58f65e229f8f4fa2840be5cb73fe17936fd4c,14,149.01,158.0,0.8633879781420765
Stamina RPG 9/[14] [160] Nothing But Theory,7781dc3d64cdc1749785d4841110596a9023f5ae,14,160.0,119.0,0.8206896551724138
Stamina RPG 9/[14] [168] Player,1a699116734f9d9e3b2dfcb1392f33c392d96d18,14,168.0,128.0,0.6432160804020101
Stamina RPG 9/[14] [155] Stellalude,cb6c12f48048ccc518bc93a68839729f53a3fc4b,14,155.0,163.0,0.9588235294117647
Stamina RPG 9/[14] [160] Two Cirrate Cubiforms,d11901a33f9e814af5b9524718ba3d5872fe339c,14,160.0,135.0,0.8385093167701864
Stamina RPG 9/[14] [157] Virtuous suicide,c1ae089c2fe867d216f0ffe67d214d76a38dd929,14,157.0,157.0,0.6796536796536796
Stamina RPG 9/[15] [178] Airplanes,1c7c22153c981effc1e57451543baad83342c6bf,15,178.0,110.0,0.7638888888888888
Stamina RPG 9/[15] [166] Al Suhail al Wazn,6b9c5ca6b803d628a7f4b7bd5343c9fedabcc737,15,166.0,150.0,0.9090909090909091
Stamina RPG 9/[15] [174] Clear Eyes Clear Skies,7e5dcd7ac100fe2412f0e9487d97060d81152fc0,15,174.0,126.0,0.9333333333333333
Stamina RPG 9/[15] [172] Crumbling,977ebc22e3dbab89b276f8b2158c02f6fc49cd6c,15,172.0,161.0,0.7219730941704036
Stamina RPG 9/[15] [167] HARD BRAIN,acad852624892ad3564725795e60e87c0c0ce908,15,167.0,138.0,0.9078947368421053
Stamina RPG 9/[15] [157] Hypershrooms,024a2dcbdf7ccaf333c8f1dd118031f18d7beac9,15,157.0,243.0,0.9529411764705882
Stamina RPG 9/[15] [180] INNOVATiONARY X-PLOSiON,928340a7c02f43fffa77de2d2f9754fca4f07ea4,15,180.004,155.0,0.603112840466926
Stamina RPG 9/[15] [164] Ken's Stage,82896dfbffea2d3b365f6e079b5316d4d9d15252,15,164.0,218.0,0.9396551724137931
Stamina RPG 9/[15] [185] sink to the deep sea world,413091ea20cd1edf742b4d7fea45062533e56948,15,185.0,110.0,0.7284768211920529
Stamina RPG 9/[15] [150] SLOWEST ANIMU MUSIC,83d6ac90ec856ab5c86c9621e506c60073ef38dd,15,150.0,364.0,0.9503916449086162
Stamina RPG 9/[15] [180] Twisted on the Surface,550b4b69831103c1b8994f4e8d8bdb27a95709d5,15,180.0,120.0,0.8955223880597015
Stamina RPG 9/[15] [195] Weigh Anchor (Vesperbell Yomi Cover),32532458d1c4229aba16529a0bf82953712bc453,15,195.0,121.0,0.6142131979695431
Stamina RPG 9/[15] [190] Zenzenzense,a466b06f373a39d252a2caf6f2a519121b4c98d8,15,190.0,113.0,0.5485436893203883
Stamina RPG 9/[16] [204] Bitter Tears,20ebd77a566f6127f3e35dba238b2ac57ae2ebfa,16,204.0,130.0,0.6770833333333334
Stamina RPG 9/[16] [200] Chichovite,217378b66693cc5df0bc1b16b3e6220a436270a1,16,200.0,95.0,0.7786885245901639
Stamina RPG 9/[16] [187] DMYK,0a97ca0951d52217ec15e7f477ecf4150742d85c,16,186.733,169.0,0.8047619047619048
Stamina RPG 9/[16] [163] Eurobeat Is Fantastic ~2nd Stage~,603e25dfca5f2e56929e3a4ef898b3430f0d2a17,16,163.0,393.0,0.8733333333333333
Stamina RPG 9/[16] [180] LA FORZA,6ea5286d90889e978f699077c029cffea169c35f,16,180.0,174.0,0.7767857142857143
Stamina RPG 9/[16] [195] Loli Bomb,50f8c55a0c832efd6bcf2fd4fdea0b337bf03b33,16,195.0,135.0,0.7803468208092486
Stamina RPG 9/[16] [170] Mezame,7c9fad974d56cf4a8bc78ed612918f4ce2e59eaa,16,170.0,193.0,0.965
Stamina RPG 9/[16] [174] Midnight Runner (Easy),ff7e493be8c1a4aa8f1ab1e33d5e38c44d79885d,16,174.0,206.0,0.8583333333333333
Stamina RPG 9/[16] [192] Needled 24-7,2609dfa7deae5a2ffcdc80783460d51b67f2c038,16,192.0,142.0,0.7759562841530054
Stamina RPG 9/[16] [168] Seven,971e4bde2ced48769329c6fea2e0bb64751dcc7b,16,168.0,269.0,0.9471830985915493
Stamina RPG 9/[16] [177] The Phantom Below,9d1e022fdfa64f7c206dc2da1e11f899b6b8f748,16,177.0,161.0,0.9096045197740112
Stamina RPG 9/[16] [181] Vs. Lancer,60cf4a974764be9657998ea487e4356d7c64fc02,16,181.0,152.0,1.0
Stamina RPG 9/[16] [190] Waking Shadows,a46bbadb459f015550091f269db1b6037c8d659d,16,190.0,144.0,0.6127659574468085
Stamina RPG 9/[17] [200] Above the Winter Moonlight,ab3d45246bab0ec990219b19ad277996c6ab538d,17,200.0,200.0,0.6756756756756757
Stamina RPG 9/[17] [204] Bokura no Freedom DiVE,8c903a08f53a6588bb5b15f54515137fb116a5eb,17,204.0,166.0,0.7063829787234043
Stamina RPG 9/[17] [178] Braincrash,3b524b878676a9e0f8d3d4674eb01cf370840ea6,17,178.0,383.0,0.9387254901960784
Stamina RPG 9/[17] [200] invoker,0789fc24dd2d51ec6dd2abc6aca5530f7324f553,17,200.0,145.0,0.8841463414634146
Stamina RPG 9/[17] [180] Kemarin,c2367dc8b17ee395cd0105e3a22a4137c004452d,17,180.0,312.0,0.8387096774193549
Stamina RPG 9/[17] [182] RetroFuture,c4ef359bb9fdba731ed9e408afd41fcec49f8d61,17,182.0,221.0,0.9866071428571429
Stamina RPG 9/[17] [195] Run Rabbit Junk,0fe979d3bc3ca5c8937f3759580be0ca90f8e39f,17,194.878,181.0,0.8457943925233645
Stamina RPG 9/[17] [173] SLOWER ANIMU MUSIC,c78e59cd3064bb2199ecac5461a1bbdd71705b6b,17,173.0,417.0,0.9006479481641468
Stamina RPG 9/[17] [190] The Last Samurai,9297b9a66ca8c349b36195e1014ecf8e08954387,17,189.806,234.0,0.8210526315789474
Stamina RPG 9/[17] [184] Trail of Dust,12c807d819986da35025ec6b24cbed31739be74f,17,184.0,262.0,0.9097222222222222
Stamina RPG 9/[17] [190] When the Sunrise Breaks the Darkness,a26cf982df5005a07fbbd7080d56010e0ff75208,17,190.0,220.0,0.8148148148148148
Stamina RPG 9/[18] [194] Algorhythm,3fbdceb4d6b6e6920039c59803daf13d07f8fb36,18,194.0,275.0,0.9228187919463087
Stamina RPG 9/[18] [202] Dead Dreaming,5837e46aedb7122a41b46dce1c53a99e5c2bc84c,18,201.012,252.0,0.8719723183391004
Stamina RPG 9/[18] [180] Fractal Glitch Works (Part 3),915a6fced57ce29cc36342380f246d70d0ffcfe8,18,180.0,525.0,0.9545454545454546
Stamina RPG 9/[18] [190] Freezing Rose,33ce635731a3cd7314938bd542d1e5f285db06c9,18,190.0,243.0,0.9918367346938776
Stamina RPG 9/[18] [205] God Of War (The Speed Freak's Remix),34ad52847bff1424935fd2ebc447f10553243c85,18,205.0,226.0,0.7635135135135135
Stamina RPG 9/[18] [200] Holography,a98bc22949a9110db8ba7ffd35140faa7b671683,18,200.0,208.0,1.0
Stamina RPG 9/[18] [196] Lovelabor,b071bdf456b5e6a94f4f84afefd21c1093d43602,18,196.0,224.0,1.0
Stamina RPG 9/[18] [187] SLOW ANIMU MUSIC,9f3b2109d69d8201ddbd89c77388f7874196af55,18,187.0,418.0,0.9067245119305857
Stamina RPG 9/[19] [205] Hope & Fate,d98346ff20fec4ba3841c674c826dd8d5d500fb1,19,205.0,316.0,0.9186046511627907
Stamina RPG 9/[19] [190] Intergalactic v2 (Part 2),1265631ac43abe25489f4831de9fe9a2a601bfeb,19,190.0,549.0,0.9498269896193772
Stamina RPG 9/[19] [200] Trails of Cold Stream SC (Part 2),25bbe19dd1e849d7df0d1a229ec107bfdcbbd37e,19,200.006,448.0,0.896
Stamina RPG 9/[20] [205] Fever Dream,81bcbb462d20843139d706eefcdeea3f89176180,20,205.0,601.0,0.898355754857997
Stamina RPG 9 - SN/[12] [120] whole again ~a journey beyond the sky~,d142c0bec8b5bbda08d61741421e654edd6456fb,12,120.0,349.0,0.6155202821869489
Stamina RPG 9 - SN/[14] [132] The Girls,022fe9798855dffa53387e481cd1339ce999568e,14,132.0,610.0,0.8221024258760108
Stamina RPG 9 - SN/[15] [142] Cascada Greatest Hits Megamix,a6bd9d41df20d180463644649637f654bdcc30cc,15,142.0,864.0,0.7673179396092362
Stamina RPG 9 - SN/[15] [150] The Grind,e13b52a56ed9542ee62b917c8f3cbfa591629575,15,150.0,606.0,0.7426470588235294
Stamina RPG 9 - SN/[16] [160] Embodiment of Scarlet Devil,885edb339f07b002585b96c9d328d294e9f33200,16,159.113,800.0,0.8064516129032258
Stamina RPG 9 - SN/[17] [170] Eurobeat Meets Sharpnel,2c0331036dc7e929b5def58d44415f338d1a745e,17,170.0,679.0,0.7804597701149425
Stamina RPG 9 - SN/[18] [183] lost star's tale,64120b92c1fc8f40d6bd16fb75ee011c46c6ef05,18,183.0,1036.0,0.6414860681114551
Stamina RPG 9 - SN/[19] [190] Bright Colors Album 1-4 Mix,157d63de2c1b105ace8bda74e7bb662d8e9c2982,19,190.0,1396.0,0.685995085995086
Stamina RPG 9 - SN/[20] [203] Liveweapon Sampler Mix,a51016c53e0f4265fc14609ba4ca50b83e83bc31,20,203.0,1100.0,0.7241606319947334
Stamina RPG 9 - SN/[20] [212] shared time ~a warmth beyond my soul~  ,02c93dd07ba9a6a39710fd2b4a6cc94e9b92672c,20,212.0,726.0,0.7658227848101266
Stamina RPG 9 - SN/[22] [225] Stratospheric Intricacy (Side A),c7b4169067327962c219a2055d57b6f11c5f0f18,22,211.249,1705.0,0.8394879369768586
Stamina RPG 9 - SN/[23] [232] JaySNACCing,65333f85b390a72dada3db122c2af0b5c9f7fb0d,23,232.0,833.0,0.7545289855072463
Stamina RPG 9 - SN/[24] [240] Carpenter Brut - Trilogy (Side B),83a35ffbd873839fe8684a2e0cf2af4ce98cd6f1,24,240.0,747.0,0.5570469798657718
Stamina RPG 9 - SN/[25] [250] Apocalyptic Dawn,50bbd3a2a90b7b19bd3a282a056770da3c5d8f96,25,250.0,1017.0,0.8155573376102646
Stamina RPG 9 - FE/[17] [215] Giri The Giri,b7c5e58700e63120e70dd6ca7c34a36195d56524,17,215.0,106.0,0.8548387096774194
Stamina RPG 9 - FE/[17] [210] StaRt(katagiri Remix),25e88e82566940d3d3ca249bb0ccfb002768aea3,17,210.0,122.0,0.7484662576687117
Stamina RPG 9 - FE/[18] [210] Chiron,17a3cab358a4c392ecd8af7011bd88bda14b6f4e,18,211.272,154.0,0.7475728155339806
Stamina RPG 9 - FE/[18] [215] Epidermis,ba9f08f9105e09d8943eab3a5deec285b2af788b,18,215.0,129.0,0.7166666666666667
Stamina RPG 9 - FE/[18] [220] Flamingo,d542fc2ff016accb1a50f3773c9d20854f9b07d3,18,220.0,136.0,0.7906976744186046
Stamina RPG 9 - FE/[18] [226] In The Next Life,dbb7ea632e321d5351ded9a7dd0f240508f9924c,18,226.0,93.0,0.7265625
Stamina RPG 9 - FE/[18] [216] Reload All Your Shooters,986ff43c83bbd4dd346cdcbbefe8eda2c7bf1d8e,18,216.0,163.0,0.7546296296296297
Stamina RPG 9 - FE/[19] [213] Assassin's Creed Odyssey RMX,eac08d63833c50ec1d82d19863a97372ec36de50,19,213.0,214.0,0.8991596638655462
"Stamina RPG 9 - FE/[19] [220] Excuse My Rudeness, But Could You Please RIP",fba0fb3015d4693d69900f1c7542b9e6d1b53374,19,220.0,200.0,0.7407407407407407
Stamina RPG 9 - FE/[19] [225] finorza,11883778884ec8ff5cc24013ec8363bb6df0f43f,19,225.0,157.0,0.7072072072072072
Stamina RPG 9 - FE/[19] [230] Get Clean,0cba864b5f8fcb529e614b0cac7c34b408decf32,19,230.0,123.0,0.6684782608695652
Stamina RPG 9 - FE/[19] [210] Jackwagon,f1fced0d2ab8c34ef3a1b0b7bbf54a56c3a2870a,19,210.0,209.0,0.9288888888888889
Stamina RPG 9 - FE/[20] [230] Butterflies & Hurricanes,eb408fcfe2df3f48ee05ae05d130a824b9200d10,20,230.0,128.0,0.7664670658682635
Stamina RPG 9 - FE/[20] [222] City Of Ice,4b82115ff1e9467f338d1ce04a9e49d2606edb6b,20,222.0,219.0,0.9647577092511013
Stamina RPG 9 - FE/[20] [237] Flash in the Night,4c12b6155ed911d5614ab6fb267ad59a02112c8b,20,237.0,84.0,1.0
Stamina RPG 9 - FE/[20] [226] Getaway,c8f4171215d076a1b08d9f59bc499d1ad7ffa6b5,20,226.0,184.0,0.9246231155778895
Stamina RPG 9 - FE/[20] [216] Suspyre,666a4a4330dc15f8a3fc84c6bd67f4c567cd4e67,20,215.361,338.0,0.8471177944862155
Stamina RPG 9 - FE/[20] [215] The Forsaken,32de8dfb3f2ff5bb89332012727618b5675c109f,20,215.0,337.0,0.8618925831202046
Stamina RPG 9 - FE/[20] [240] Wrapped Around Your Finger,ae2ba166ee8c359d02f53597b398d94605ce83fa,20,240.0,106.0,0.6625
Stamina RPG 9 - FE/[21] [240] Battle!,3e46f9c793fd74772e2c241f7225707382d6d7d7,21,240.0,110.0,0.873015873015873
Stamina RPG 9 - FE/[21] [250] HEY FUCKER,b678d2d455f71db11553331542518afb43cfdd64,21,250.0,85.0,0.6640625
Stamina RPG 9 - FE/[21] [218] Infinita Memoria,6bd2e2012dd9aad564bbe091f998545dbabe9cce,21,218.0,340.0,0.9883720930232558
Stamina RPG 9 - FE/[21] [246] MOYA,649cf6ff7243312d62eb8c4e76ac6436bd8257d6,21,246.0,148.0,0.7789473684210526
Stamina RPG 9 - FE/[21] [235] Old Nothing,f116613565598c00d98992f0ab5cc957996d8a94,21,235.0,177.0,0.8509615384615384
Stamina RPG 9 - FE/[21] [226] Rohododendron,c12ea2a1a7f840e4444d2dceeb42ed81d7b5940c,21,226.0,220.0,1.0
Stamina RPG 9 - FE/[21] [223] Whispers in the Dark,06e32fdb899070517763ae2adb770c83fc0a5417,21,223.0,316.0,0.8207792207792208
Stamina RPG 9 - FE/[21] [230] Zetsubou plantation,d21933795e8b1176eb8a534b03706e9727a1a0f0,21,230.0,184.0,1.0
Stamina RPG 9 - FE/[22] [230] Altered Consciousness,f7d34b4d6be7815be69d513efe06d4f4b61dab7e,22,230.0,298.0,0.8869047619047619
Stamina RPG 9 - FE/[22] [254] Carnival,7e0bfd73f196febd67ccafcb3b575a65e78e00d1,22,254.0,150.0,0.7211538461538461
Stamina RPG 9 - FE/[22] [246] Fire Burning,a2ffc6d412434e5d0efcc50065eae9f693c499c5,22,246.0,185.0,0.8258928571428571
Stamina RPG 9 - FE/[22] [240] Le Perv,c9976cfbc06a52ccda1ac547ae1cb82dde9a8970,22,240.0,220.0,0.859375
Stamina RPG 9 - FE/[22] [265] No More Sorrow,5378e2f6fabc8ca9863f07659f743f262404c3be,22,265.25,101.0,0.5287958115183246
Stamina RPG 9 - FE/[22] [227] Peyotech Madness,906691cfd0945e92085039011a5b219792b0c764,22,227.0,461.0,0.8681732580037664
Stamina RPG 9 - FE/[22] [238] Smack That,d1d746c27edbd9473bd1deae33fde825a7e9c647,22,238.0,180.0,0.9473684210526315
Stamina RPG 9 - FE/[22] [252] You're Gonna Go Far Kid,85fe1e730813d14f85b2cc317b4f3438e3336236,22,252.28,130.0,0.7831325301204819
Stamina RPG 9 - FE/[23] [240] Aeromantie,090602a2f1513447e00867f38d5e5534b38be6ba,23,240.0,320.0,0.8791208791208791
Stamina RPG 9 - FE/[23] [260] Allegra,8ad3ca6ddb2691c5d7cc2d3ef337a99ea5e4661d,23,260.0,161.0,0.7453703703703703
Stamina RPG 9 - FE/[23] [237] Desire,9e05f84d59ce12b3de67775d416f4e7c585db98b,23,237.305,405.0,0.9574468085106383
Stamina RPG 9 - FE/[23] [254] Evacuate The Dancefloor,e32631c4e1f7c11fe5d19f3f3183e4ae147c8aab,23,254.0,170.0,0.8173076923076923
Stamina RPG 9 - FE/[23] [270] Heaven's vengeance,0473bdf459f608e68c918b08a737c02886b20501,23,270.0,90.0,0.6338028169014085
Stamina RPG 9 - FE/[23] [264] In Tango,13983e86573ea012fbac35b6af341f7a1c4c66e2,23,264.0,139.0,0.6847290640394089
Stamina RPG 9 - FE/[23] [248] Noontide (ReStep),352f99ca6c7d8e7c4121790eb00f16a1ca7f6734,23,248.0,154.0,0.927710843373494
Stamina RPG 9 - FE/[23] [250] Oil Ocean Zone,8c6c0dd132cf9edbe02d20598587ba6e72969367,23,250.0,184.0,0.9292929292929293
Stamina RPG 9 - FE/[24] [257] 30Min Harder,45bccaee6550cd9ce477c5bafb3f2d6ea1aa8fa8,24,256.5,264.0,0.8301886792452831
Stamina RPG 9 - FE/[24] [264] Bonfire,a4e4702a826a673b8a2816515e628543bbc48971,24,264.0,227.0,0.709375
Stamina RPG 9 - FE/[24] [276] Cow Girl,755df828271c888698abb5eaa2dce0888d96d721,24,276.0,80.0,0.8791208791208791
Stamina RPG 9 - FE/[24] [256] Mr. Simple,9357f59a035bdcffca38df4e5e41190da4c1cc64,24,256.0,230.0,0.9426229508196722
Stamina RPG 9 - FE/[24] [270] Rainbow Tylenol,8b49a28eef96f47e0e0b71a2df5f9045531d6ad0,24,270.0,92.0,0.8070175438596491
Stamina RPG 9 - FE/[24] [260] Russian Roulette,0d28418996001559145fc172b6096753d79d822d,24,260.0,177.0,0.8509615384615384
Stamina RPG 9 - FE/[24] [240] Satanic Static,007e1023f3f5f649024183026b48265ff15bf74e,24,240.0,614.0,0.9191616766467066
Stamina RPG 9 - FE/[24] [280] When I'm Alone,62dfa8f0072c0fed4f9df7665bfcb367b6e344d3,24,280.0,113.0,0.6420454545454546
Stamina RPG 9 - FE/[25] [256] Break Of Day,7430370f037fa8fac021c064ea9fe4ea341c0874,25,254.859,359.0,0.9497354497354498
Stamina RPG 9 - FE/[25] [264] Condemnation Wings II (Restep),db11da5d7cc4ce272022b1d2599e191524197dcf,25,264.0,280.0,0.7954545454545454
Stamina RPG 9 - FE/[25] [276] in JUSTICE,a4d4f41aec5c4dd9e31999c654aee208fc58d458,25,276.0,191.0,0.7958333333333333
Stamina RPG 9 - FE/[25] [290] Jam & Marmalade,2da73073813dc3f9739ec56ff55c81e0156a712d,25,290.0,75.0,0.9493670886075949
Stamina RPG 9 - FE/[25] [267] J-E-N-O-V-A (Hard),652595ab12fe9c9e353ee329f89f42ea06a8c670,25,267.0,252.0,0.875
Stamina RPG 9 - FE/[25] [272] Not In Love,4d535888c8185c6c327116082e93ba9c6095d43f,25,271.956,160.0,0.7692307692307693
Stamina RPG 9 - FE/[25] [285] One Step Closer,01a7183d5a5dd552c468f34afdf1ee74b098662d,25,285.212,124.5,0.7280701754385965
Stamina RPG 9 - FE/[25] [283] yumeHolic desu ga?,d016e1f90d2ce3ae57f5d62e045d4fc63fc080da,25,282.75,102.0,0.5604395604395604
Stamina RPG 9 - FE/[26] [304] Blend W,e7c906a6c3d9056eabb766d1789c68a430182717,26,304.0,90.0,0.8737864077669902
Stamina RPG 9 - FE/[26] [273] Chaos Angel Zone (Act 3),ebf42d61eabd0a0a2601db1ba6301c09369e7d9b,26,273.0,189.0,0.8873239436619719
Stamina RPG 9 - FE/[26] [275] Gallant Girl (Hard),4786295c9ed8741b01d3cd87559bd4f7e0ec459e,26,274.5,201.0,0.9241379310344827
Stamina RPG 9 - FE/[26] [290] Implantation,441a3ffd318c3905bdbf44dbbecc3eec1a3df973,26,290.0,127.0,0.8410596026490066
Stamina RPG 9 - FE/[26] [266] Pulse of Sympathy,d657aec9cb768a6f8e8b0b68abac2940022e0330,26,266.0,270.0,0.9926470588235294
Stamina RPG 9 - FE/[26] [285] Big Shot,779889be956fbd598afe8669a8dba7d732d01914,26,285.0,188.0,0.752
Stamina RPG 9 - FE/[26] [280] Tower Of Glory,dfb7d83d850257aa1f9e55a212e61e8be2d1708f,26,280.0,160.0,1.0
Stamina RPG 9 - FE/[26] [298] Unico,e677df2eb771127c4e23e7af9ec3424133464aa1,26,298.0,80.0,0.7142857142857143
Stamina RPG 9 - FE/[27] [270] boku no friend,b9a3897620fc292c72a2a32d812acee60d8d4586,27,270.0,528.0,0.9643835616438357
Stamina RPG 9 - FE/[27] [284] Digital Onslaught,487f04e300c145851fb80ab5e04acb34d472b341,27,284.0,232.0,0.9354838709677419
Stamina RPG 9 - FE/[27] [294] Figure.09,f5142ef49bbd9f48934ac590a8d587d189e31d24,27,294.066,168.0,0.7777777777777778
Stamina RPG 9 - FE/[27] [290] I Love Love You,a55526fa99ddc8167bd0cb409ad40b9722b6934d,27,290.0,175.0,0.8413461538461539
Stamina RPG 9 - FE/[27] [304] I Was Made for Rock 'N Roll,1ccce2ac92c734e6fe6fc4d96e891db218c1f286,27,304.0,206.0,0.762962962962963
Stamina RPG 9 - FE/[27] [281] Subaru in the Wind,74929ab904ef7042b861304945ba86856c84f33d,27,280.77,252.0,0.9882352941176471
Stamina RPG 9 - FE/[27] [318] SUPERNOVA,1ba97b8e18c46fded3e1dd78c3a0cd656cb55338,27,318.0,106.5,0.6283185840707964
Stamina RPG 9 - FE/[27] [308] ZZ (Hard),2c4d9810111788f75f7ee7857fbeed21491dbba2,27,308.0,106.0,0.9137931034482759
Stamina RPG 9 - FE/[28] [300] Breaking the Habit,a7c5a8afc40a25cbdb0e7d2179a3180f2794fb53,28,300.102,177.0,0.8428571428571429
Stamina RPG 9 - FE/[28] [315] Easier to Run,df0a073bafe55f70c1c2b0c317ed2ce594a4a362,28,315.15,172.5,0.756578947368421
Stamina RPG 9 - FE/[28] [290] Fortress Of Strangers,c7bc1ddcaf6cab8897cef20f8275e5cad17650c6,28,290.0,192.0,1.0
Stamina RPG 9 - FE/[28] [284] FRAGMENT,12105277f5c0c5bef186c2c60160e72539510f90,28,284.0,336.0,1.0
Stamina RPG 9 - FE/[28] [291] Jack of Diamonds (Hard),cf115d31dbdf2b3f3f4aeb90f94c4c8adcc035d2,28,291.0,250.5,1.0
Stamina RPG 9 - FE/[28] [310] The Bobby Song,5f66868aa9d46c143d3eaac4afef2b3ef18b66ff,28,310.0,176.0,0.9166666666666666
Stamina RPG 9 - FE/[28] [304] Under Heaven Destruction II,05dff5d4136ffc5761a490a7f7e1240585282b70,28,304.0,247.0,0.8853046594982079
Stamina RPG 9 - FE/[28] [324] Utakata no Sekaide,574a66621da1ddd66d1b104d50d7d1730ec64fc9,28,324.0,120.0,0.7017543859649122
Stamina RPG 9 - FE/[29] [306] Clubbed to Death,b8ff6a8fe7ac64c21d3b151aa5c13b71472276f3,29,306.0,240.0,1.0
Stamina RPG 9 - FE/[29] [316] Contact With You,633795ed8f3756ea0eeb081f367567dc56fe577d,29,316.0,287.0,0.896875
Stamina RPG 9 - FE/[29] [292] Fighting For Freedom x Fire Fire,0a02cb4de70ec48edc2ca6c54e9551b74bb45af9,29,292.0,584.0,0.9605263157894737
Stamina RPG 9 - FE/[29] [320] Playing With Fire,93c61580df404b0c4ee27a4a3b23f9835e6cc6c5,29,320.0,204.0,0.8831168831168831
Stamina RPG 9 - FE/[29] [310] Sanguine Fountain,96122cb5c6552b6830114024a4589538a6890192,29,310.0,329.0,0.734375
Stamina RPG 9 - FE/[29] [300] Wind God Girl,29deab591139e8dcf07ee6bc9863edb0be65af7c,29,300.0,361.5,0.9163498098859315
Stamina RPG 9 - FE/[29] [320] Xeon,adbe10a608b67a9de716560f047b5355ddeacdab,29,320.0,177.0,0.8194444444444444
Stamina RPG 9 - FE/[30] [320] IRON BREAKER,82626bd6d5ba60cb8e20ad5fa249e0f465c64538,30,320.0,256.0,0.9922480620155039
Stamina RPG 9 - FE/[30] [310] Max Forever,21512013711762e63f6636e03b5c07a0a2defd39,30,310.0,355.0,0.922077922077922
Stamina RPG 9 - FE/[30] [305] Mystic Oriental Dream (LV.4 Psychedelic spiral 2015 Remix) ,ee97c9c3d0b151d7f665ca8661edc8e9434ba3c3,30,305.0,399.0,0.9068181818181819
ECS11 - Lower/[12] [150] Blood Is Pumpin' (Hard),f673ec9dedd472cda9a50db37dd05596ce3e14ad,12,150.0,49.0,0.30625
ECS11 - Lower/[12] [133] Crazy Loop,2de0c5b1c32edbb1d7e263a070ffb6b6d79ad215,12,133.0,82.0,0.7663551401869159
ECS11 - Lower/[12] [130] Discovery,2e07313c22b04b2923bd1bbca52dab37d0ebcd2d,12,130.0,109.0,0.7898550724637681
ECS11 - Lower/[12] [160] Drink,beebab0f3d33a3377bd7de9eac51d7329ae5c52e,12,160.0,61.0,0.5446428571428571
ECS11 - Lower/[12] [160] Stay Awake (Hard),16b5274a653396c0c9e8ce0a6b05b82d883b30a2,12,160.0,47.0,0.41228070175438597
ECS11 - Lower/[12] [150] The Sampling Paradise,30b1db72b7f472219da0472822decae2501626ef,12,150.0,50.0,0.2808988764044944
ECS11 - Lower/[12] [146] Wastelands,b206e083324854a76fa63fa9ab55c05c8f03bafa,12,146.0,73.0,0.553030303030303
ECS11 - Lower/[12] [140] Zi-Zi's Journey,005a3893b1ed54476ee732bf1641db17d358d5ae,12,140.0,76.0,0.7378640776699029
ECS11 - Lower/[13] [138] Alone Tonight (Ronski Speed Remix),423c05200ca37c4910734bdd47801dd6a8876857,13,138.0,188.0,0.8103448275862069
ECS11 - Lower/[13] [155] Aphasia,b6e7e01a8df794ada0606ab1edce5a90b76a06af,13,155.0,91.0,0.6363636363636364
ECS11 - Lower/[13] [174] Come & Get It,ce131f4226a0b5b2dbd23981bdc47df55ff8b317,13,174.0,57.0,0.5533980582524272
ECS11 - Lower/[13] [150] Louder,19883b51b5073b377f26305df868884369750a7b,13,150.0,86.0,0.5771812080536913
