Name,Hash,Meter,BPM,Total stream,Stream density
Stamina RPG 7 - FE/[20] [230] Weekend Racer~R666,cd4affb60eae688087b61553533f771cf5d84e06,20,230.0,168.0,0.7777777777777778
Stamina RPG 7 - FE/[21] [233] CAFO (Hard),f547558c965d5951f80bc3ed68678a978833fd7a,21,232.5,259.5,0.7178423236514523
Stamina RPG 7 - FE/[21] [234] Cerveau (Pattern J Remix),56fed76e69ecd3aa03c61b6d582d88e107d7d8fe,21,234.0,205.0,0.8266129032258065
Stamina RPG 7 - FE/[21] [229] Cyberware Factory,b02b57a0de9cc01ccf750d6a1e270567bc464242,21,228.502,252.0,0.8513513513513513
Stamina RPG 7 - FE/[21] [235] Dekiai TEK,66611dc5610dc6a75e72b9374a4e894baafc9f31,21,235.0,148.0,1.0
Stamina RPG 7 - FE/[21] [230] Endeavour,4557fe0f71bcdcb500ad3dbd09d91710f18b87e2,21,230.0,250.0,0.7861635220125787
Stamina RPG 7 - FE/[21] [230] FASTEST ANIMU MUSIC (Hard),5aeb9eae77cfdfeb53c006146e6b3b0a61ac83f6,21,230.0,365.0,0.5925324675324676
Stamina RPG 7 - FE/[21] [225] Fireworks Factory,737d6956279f1631ccb8b823299d59b742b2a4ee,21,224.996,223.5,1.0
Stamina RPG 7 - FE/[21] [246] Forever Great Angler King,f5f3f27e0a588e98484c6044df7d7ffc5c4e3411,21,246.0,87.0,0.8365384615384616
Stamina RPG 7 - FE/[21] [216] goretrance x (serbian fuckboy edition) (Side A),7912be298fad88c6b30a65f2ead8b246b76deee8,21,216.0,438.0,0.9733333333333334
Stamina RPG 7 - FE/[21] [240] Got A Lego,9d133d97fb84a7e8dcf5f440553dfc58a756a66a,21,240.0,127.0,0.9338235294117647
Stamina RPG 7 - FE/[21] [240] Jesus is the Answer,5c3857f701dadab625256342c7b348510243782e,21,240.0,154.0,0.7298578199052133
Stamina RPG 7 - FE/[21] [240] Laser Cannon Deth Sentence,d522070843ab1e1242b8b0ee8aab64356c767974,21,240.0,117.0,0.8478260869565217
Stamina RPG 7 - FE/[21] [240] Murder Liner,e4f985d43485288a986d8d8998d8d195f9071248,21,240.0,155.0,0.7175925925925926
Stamina RPG 7 - FE/[21] [250] My Spectrum Died Yesterday,29b8dba4b1ef75bbf8ba0f397e0db2036b934366,21,250.0,74.0,0.5211267605633803
Stamina RPG 7 - FE/[21] [225] Rain,2e59317c11f49da1329cd6f3f2dcc644538ea26a,21,225.0,260.0,0.948905109489051
Stamina RPG 7 - FE/[21] [218] Ride the Centaurus,606cf927172e968ff5b1712d8d00f9fdfbf872f7,21,218.0,402.0,0.919908466819222
Stamina RPG 7 - FE/[21] [218] Smiler Voyage,544c70d7ac0c81c80a4ab08bdb610b9e09616eff,21,218.0,514.0,0.8043818466353677
Stamina RPG 7 - FE/[21] [248] Soul Surrender,f551d7152ac24084d3316411163eef9aa8d3e6b2,21,248.0,106.0,0.6235294117647059
Stamina RPG 7 - FE/[21] [220] Stay Safe,eb03927e9fd1b3891a04483373da92cd106e57c6,21,220.0,367.0,0.8758949880668258
Stamina RPG 7 - FE/[21] [255] Stronger,c5bf593d0b58a1527cefccf82ecc245e3799eb67,21,255.0,100.5,0.5677966101694916
Stamina RPG 7 - FE/[21] [220] The Body Cosmic,33084afa4d77b31f4f58942dc17345522e2e6eee,21,220.0,425.0,0.8817427385892116
Stamina RPG 7 - FE/[21] [250] The Morning After The Storm (Hard),be1318d30e9bdb2c3431cf32dd6a179b2a2dd935,21,250.0,142.0,0.6635514018691588
Stamina RPG 7 - FE/[21] [220] Unknown Depths VIP (Part 1),6d967b3a94128d4f77abe45abe3e429ba1efc1dd,21,220.0,462.0,0.7674418604651163
Stamina RPG 7 - FE/[21] [230] Venus Fire (Hard),4dc33b13741c1148a4c98b70199e924589e598e2,21,230.0,259.0,0.8301282051282052
Stamina RPG 7 - FE/[21] [256] Witches Brew,6fcf5d84eac96ece551ecb5cc36ff092b64cc339,21,256.0,64.0,0.64
Stamina RPG 7 - FE/[21] [216] You Cannot Be Programmed,e6f1ba8688e32d9af6d570a4121f186f0d95adba,21,216.0,725.0,0.8579881656804734
Stamina RPG 7 - FE/[22] [246] Awakening (Hard),8134a737511dd9dbdb8ba57e8fbdf42228ee1b02,22,246.0,136.5,0.9891304347826086
Stamina RPG 7 - FE/[22] [252] BBoom BBoom,db196917539e19954f2a6199ced2a38954e8984a,22,252.0,153.0,0.7391304347826086
Stamina RPG 7 - FE/[22] [242] BTB,492cba68cc5ed1916ddc2d0bc4d212c75d0feb3c,22,242.0,230.0,0.7615894039735099
Stamina RPG 7 - FE/[22] [260] Dieselrök,e0bbbb799056807db015af68e36ed5542ca97ae1,22,260.0,114.0,0.6589595375722543
Stamina RPG 7 - FE/[22] [261] Fergalicious,19ee3cd0d248b5571a986da9fc8dee12acd4d0c1,22,261.0,119.0,0.4817813765182186
Stamina RPG 7 - FE/[22] [222] HAUNT Sampler Mix,0866626a43be5b573fd8d145c4fff5f9ac88bcba,22,222.0,610.0,0.9428129829984544
Stamina RPG 7 - FE/[22] [260] Illegal Function Call (Hard),f1f289a1f7a7c808d613037d0e126d2dc7740f45,22,260.0,91.0,0.7459016393442623
Stamina RPG 7 - FE/[22] [256] Last Stardust,fcc76a30418f7bbf48cb1f2e8bb346429a05f3f3,22,256.0,150.0,0.75
Stamina RPG 7 - FE/[22] [227] Lunar Butterfly,eb8f80dbc43aa24477cc6260eb173cc233798466,22,227.0,463.0,0.8387681159420289
Stamina RPG 7 - FE/[22] [256] Musician,18fc5fe8b5ed052072221c7ba1bd4d709124a20b,22,256.0,162.0,0.7363636363636363
Stamina RPG 7 - FE/[22] [242] Nyan-Nyan Naughty Night,d29576991519f6f9447ab2e2051037b063f4ff43,22,242.0,132.0,0.9705882352941176
Stamina RPG 7 - FE/[22] [240] Plastic Love,75dae98ead4ee4a813511eee56031aef255e3d0f,22,240.0,188.0,0.8867924528301887
Stamina RPG 7 - FE/[22] [237] Ralph Wiggum,c754825cf54fe2d476efe54f451e93fdfdf285ca,22,237.0,168.0,1.0
Stamina RPG 7 - FE/[22] [230] Robot Brain Era,8d31a6a700b6417412d3cb79f4bcb25f94f8aa03,22,230.16,315.0,0.8513513513513513
Stamina RPG 7 - FE/[22] [220] Spacetime,14fef668f831d13d37d7eacabb309b3ad911c30a,22,220.0,528.0,1.0
Stamina RPG 7 - FE/[22] [230] Sujetjas Tanjec,2f7e9c9cc6a9ddce0b0202c2b6451b5589a7287b,22,230.0,542.0,0.784370477568741
Stamina RPG 7 - FE/[22] [234] The Decisive Battle (Edit),0c6c924228094eb22079de29eb807d57f4499138,22,233.972,205.0,1.0
Stamina RPG 7 - FE/[22] [237] The Game,6028df5608b91132255dca930110288cf32795f5,22,237.0,248.0,0.8641114982578397
Stamina RPG 7 - FE/[22] [248] Tragedy,7b477b0b0b86f13aa40de1e186d123eaceba15a7,22,248.0,126.0,0.6702127659574468
Stamina RPG 7 - FE/[22] [252] Truckers Delight (Hard),472664446b607fb63bf5789e0e0fa61bf1820908,22,251.976,140.0,0.7777777777777778
Stamina RPG 7 - FE/[22] [255] Yamada Stream,19cee49bc4cf506e2b7a0df1164aa8baad5a035d,22,255.0,95.0,0.8407079646017699
Stamina RPG 7 - FE/[23] [250] A Betrayal Unforetold,5a432c2464426fcf1bf33950a18d5eb2e080963f,23,250.0,245.0,0.7980456026058632
Stamina RPG 7 - FE/[23] [254] Akayake no Majo,9f58d9c222d20f916c32ee4f536b35e5aeb49621,23,254.0,204.0,0.8429752066115702
Stamina RPG 7 - FE/[23] [270] Bad Guy,0ceb9f02f68091eb83c39824959c7a643fc6c2e0,23,270.0,73.0,0.7156862745098039
Stamina RPG 7 - FE/[23] [272] Curry Meshi is a Miracle,bdbb5219162f647b309c48da6efefdf4f7c6e9c6,23,272.0,72.0,0.6545454545454545
Stamina RPG 7 - FE/[23] [261] Dear You,f4a71e111fdfe8e082fa203431b879a4c6579f8c,23,261.15,93.0,0.8611111111111112
Stamina RPG 7 - FE/[23] [248] Descendant of Genos,4ea9a9b1d0417ee9d8a85090725b7772182e3c29,23,248.0,168.0,0.8484848484848485
Stamina RPG 7 - FE/[23] [243] Downfall,a3643df675fbd47befcfc0eaae9fa191dc3b5b8c,23,242.5,233.0,0.9748953974895398
Stamina RPG 7 - FE/[23] [260] Free Will,bf2a745bd2b48749e4cb647f8b1f2853ec45e82f,23,260.0,96.0,1.0
Stamina RPG 7 - FE/[23] [260] Mechanical Rhythm,5a43d4c758dd11b52519b2839935a2c0363b9239,23,260.0,116.0,0.6904761904761905
Stamina RPG 7 - FE/[23] [240] Nose Feeder,cfb324de18e98e638442995d31a91c6e4cdb592e,23,240.0,259.5,0.9829545454545454
Stamina RPG 7 - FE/[23] [230] Parallax (Rerestep),7d5a1360f7936f36d4a4b8b0c06b7d82254f6e52,23,230.0,670.0,0.9626436781609196
Stamina RPG 7 - FE/[23] [250] Raven,9803751fc39a4112c4613256444e151aa8d05f7e,23,250.0,144.0,0.8944099378881988
Stamina RPG 7 - FE/[23] [246] Solaris,0a383314addb33875260a35e3e6e2a3325ec0855,23,246.0,204.0,0.9488372093023256
Stamina RPG 7 - FE/[23] [237] Stars,fd4edad3c95531776d91a7653d6e429857557c4a,23,237.0,377.0,0.9425
Stamina RPG 7 - FE/[23] [263] Vagrant,8b75ebb2b0548023064960e480ba8bbd6f148ffc,23,262.5,96.0,0.8
Stamina RPG 7 - FE/[23] [258] Writhe in Pain,5cac3852c4639422dec5e2013e48aad81dfd2b28,23,258.0,108.0,0.8709677419354839
Stamina RPG 7 - FE/[24] [276] Amor de Verao,fd21b8e29cf4d2cef933202611c25abba725b7f0,24,276.0,84.0,0.6885245901639344
Stamina RPG 7 - FE/[24] [240] Because Maybe! pt.3,bae036ffac00d2dc2a35abd03c21a9318ee60ed8,24,240.0,578.0,0.7983425414364641
Stamina RPG 7 - FE/[24] [272] Cellblind,f94675730b5fb9a9b7b851c7e44b73b3fdae9ace,24,272.0,151.0,0.6990740740740741
Stamina RPG 7 - FE/[24] [264] Crimson Fighter,c31c1d08522c1f899e4d54e76f9edffeaf73b4bd,24,264.0,130.0,0.9219858156028369
Stamina RPG 7 - FE/[24] [280] Fire Hive (Hard),98ee55abdabde482021335807dcb215d2c4959d5,24,280.0,60.0,0.967741935483871
Stamina RPG 7 - FE/[24] [270] Fur and Claw,33cfd9d28883ae97e7a186658c220dd0e627871f,24,270.0,92.0,0.8070175438596491
Stamina RPG 7 - FE/[24] [260] Fuuga,d087c11c8bb10d32f1fc7d33b395bd885ccd94e0,24,260.061,212.0,0.902127659574468
Stamina RPG 7 - FE/[24] [276] Knights Assault,9f6b5d5dc1c418b30ceaaa630ecabc8361e9a4d5,24,276.0,78.0,0.6724137931034483
Stamina RPG 7 - FE/[24] [266] Liquid (Hard),f71495a06bb30bf5f53cb9145776b2f4d782db4b,24,266.0,128.0,0.8
Stamina RPG 7 - FE/[24] [250] Magia,eb1aeea5f12cf7b37ac0fcbe0fd873031b551d55,24,250.0,288.0,0.9290322580645162
Stamina RPG 7 - FE/[24] [256] Molten Crater,e6ee83b0886946ea03e12efe961583f1bf41cdd2,24,255.992,180.0,0.967741935483871
Stamina RPG 7 - FE/[24] [253] Over The Fullerene Acid Trip,119fcecee4f29a9cbebc8fdc9b8594b23e42ad92,24,253.0,192.0,1.0
Stamina RPG 7 - FE/[24] [248] promise,5fea9ae7d24f999198f916dba78457fd0a4749ee,24,248.041,240.0,0.967741935483871
Stamina RPG 7 - FE/[24] [280] RFN - III,87df1739068874702fd9854068269500955394c3,24,280.0,64.0,0.8
Stamina RPG 7 - FE/[24] [261] Self vs. Self (Hard),6b5cee449bbaf7a7f7f01fa4bae1b511af0ecfba,24,261.0,244.5,0.815
Stamina RPG 7 - FE/[24] [254] Vampire Edge,d2d9521592fa6b6724f4838125cc88b4f3f35e7f,24,254.0,250.0,0.9124087591240876
Stamina RPG 7 - FE/[25] [285] 8Bit Assassin,aa51b54a2a338c25103bd7ffeb12728a2b73e0cb,25,285.0,66.0,0.7857142857142857
Stamina RPG 7 - FE/[25] [272] Ashes on The Fire,94e91d0548421d331e283204388f82ebb00c3887,25,272.0,178.0,0.7807017543859649
Stamina RPG 7 - FE/[25] [266] Avid,b1630ec023684de00c4857eb10f50343e768e5fb,25,265.5,228.0,0.8636363636363636
Stamina RPG 7 - FE/[25] [266] Diamond Dust Zone (Act 1),f3673c67b5aff13d918e2ccf0ce846243e32a6e4,25,265.916,152.0,0.9620253164556962
Stamina RPG 7 - FE/[25] [272] Final Fall,98f97bb3cf942aab96f9cacf8d5cc1fb6a768db3,25,271.5,135.0,0.8181818181818182
Stamina RPG 7 - FE/[25] [265] Great Plains - Pan-Gaia,a04ba9ac516f1c8fbd35b0e3eb04f80cd7b97713,25,265.0,164.0,1.0
Stamina RPG 7 - FE/[25] [278] Heel and Toe,3b496ce367dce314d54f41eca453a37712e86df0,25,277.5,121.5,1.0
Stamina RPG 7 - FE/[25] [260] Image Material,cb0c2395fb087a08fd4b811c5a22bdb4cf1856a0,25,260.0,302.0,0.8531073446327684
Stamina RPG 7 - FE/[25] [282] Oblivion,4641bf6669dcf77650fb03115a3df43e5a2b6496,25,282.0,71.0,0.9594594594594594
Stamina RPG 7 - FE/[25] [294] OVERBLAST!!,be684d77a4ebc0ac55595029a786b1b2b924a104,25,294.0,60.0,0.75
Stamina RPG 7 - FE/[25] [255] Panic Attack,51c1fe6bf5ed821eef52ae3a7524fdf3f20716f2,25,255.0,397.0,0.8881431767337807
Stamina RPG 7 - FE/[25] [290] PARANOIA survivor MAX,7d62502fda945311c10f23a1fed3d1992a6a829c,25,290.03,77.0,0.7777777777777778
Stamina RPG 7 - FE/[25] [257] Paranoid,15591ae3dc709ddbdff336d860cc4e3907c0441b,25,256.5,273.0,0.914572864321608
Stamina RPG 7 - FE/[25] [280] Ruby Illusions,170f057996e53e8d210ad1fa9dbfff78fed1eb1f,25,280.0,108.0,0.8059701492537313
Stamina RPG 7 - FE/[25] [274] Scias,d2365a234da148ff9212eb45aa8ce2ce8ee46ca5,25,274.0,171.0,0.9
Stamina RPG 7 - FE/[25] [280] Subboss Theme,97e4f524ad7ae5051d97a7839f9f98cdce505a6d,25,280.119,88.0,0.9072164948453608
Stamina RPG 7 - FE/[26] [280] Beyond Life,528f53142e6d00764fc88eab512e94ff2a6905d1,26,280.0,206.0,0.7984496124031008
Stamina RPG 7 - FE/[26] [300] Burning Throb,929bfe3b16933ea165fc632b997763f742d25202,26,300.0,85.0,0.7555555555555555
Stamina RPG 7 - FE/[26] [288] Doomsday Zone,d83804d9e1df66888432b9ac625d8f2b1101b8ff,26,287.0,128.0,0.9696969696969697
Stamina RPG 7 - FE/[26] [298] Eternal Drain,cf078e79e1415e0eaea665ac11441022a970a4a9,26,298.0,99.0,0.7122302158273381
Stamina RPG 7 - FE/[26] [274] Gens d'Leges 5,b0040041e87729a17b319475382b69043832dd86,26,274.0,166.0,1.0
Stamina RPG 7 - FE/[26] [267] Hunting For Your Dream,28423ac5b92de04449b90edfe0e0ce972770afd4,26,267.0,283.5,0.8915094339622641
Stamina RPG 7 - FE/[26] [284] Kyouran Hey Kids!! (Restep),86cf689d30486aeae3ed17d6afee38904abd0fc8,26,284.0,198.0,0.7071428571428572
Stamina RPG 7 - FE/[26] [272] Marionette,8a15ab552c52e90c645ed00def232b12eaeea143,26,272.0,281.0,0.8463855421686747
Stamina RPG 7 - FE/[26] [270] Navras,4958348b08808a98d3b9938bee9800ceb8c99089,26,270.0,356.0,0.8436018957345972
Stamina RPG 7 - FE/[26] [291] Royally Screwed,a430dc133714a6489ab550339039832d229032ee,26,291.0,96.0,0.8648648648648649
Stamina RPG 7 - FE/[26] [272] Scarlet Devil,4690283ff0928f680152279e4fdb06c012e7dd57,26,272.0,267.0,0.8782894736842105
Stamina RPG 7 - FE/[26] [284] Soar,c4bdfacfe1ae188077618a8401e00a47a95eb195,26,284.0,120.0,1.0
Stamina RPG 7 - FE/[26] [299] Southcoast Calling (Medium),b44a1ed5c1404ae19e3d497cda18a7bc3b419108,26,298.5,141.0,0.5766871165644172
Stamina RPG 7 - FE/[26] [291] SpaceRage,793a7e568aaca76b169babbecc5b333f70674d57,26,291.0,115.5,0.8105263157894737
Stamina RPG 7 - FE/[26] [266] The reviving nightmare REMIX (true),6d1b2a8f056555fe59cffecfac19682547759b92,26,266.0,266.0,0.9708029197080292
Stamina RPG 7 - FE/[27] [290] Bye Bye Baby Balloon,f306d1a82861579377dd5ce0b435b84dec77b54d,27,290.0,148.0,0.9024390243902439
Stamina RPG 7 - FE/[27] [297] CENSORED!!,bdf4ef22a37fa9cd9c084dab3e19d0b84a649ba8,27,297.0,160.5,0.7278911564625851
Stamina RPG 7 - FE/[27] [274] Disclude,c0cfa37a5624a7ab086c72a1e6115ec9091ebc3c,27,274.0,320.0,0.9090909090909091
Stamina RPG 7 - FE/[27] [290] ever snow,3e5b4dc190429549f648bca0bc45a9039dc0eddb,27,290.0,215.0,0.8531746031746031
Stamina RPG 7 - FE/[27] [280] Fierce Fight,734cd8f21f285d2710b0e5992f7db1c129a93837,27,280.0,254.0,0.9338235294117647
Stamina RPG 7 - FE/[27] [276] Lovelyteks,30a037de76db0b6877eae023e9bddea137eae134,27,276.0,312.0,0.9811320754716981
Stamina RPG 7 - FE/[27] [280] Pushing Onwards,a10dbf61e601a65ac4f87cf9476e43c790af9aa2,27,280.0,234.0,1.0
Stamina RPG 7 - FE/[27] [307] Satomi Tadashi Pharmacy,40728bcbf24563d6e74c68f328f7f44a9f06315d,27,307.0,149.0,0.6742081447963801
Stamina RPG 7 - FE/[27] [300] Solstice,4bd5190a15911415e86d775198fdbe3f9b51d9d7,27,300.0,120.0,0.8163265306122449
Stamina RPG 7 - FE/[27] [288] Starry Jet,9f9f9617b74ca0dc72749a1c9b54aacb992ed1d0,27,288.0,149.0,0.9430379746835443
Stamina RPG 7 - FE/[28] [304] Departure 6,6079580bdf1941a758f6b1b128cf951886a2cd89,28,304.0,232.0,0.7759197324414716
Stamina RPG 7 - FE/[28] [288] Itachi Theme,07471ad415868b99aff3883d3c8c253ef4fcd373,28,288.0,333.0,0.9024390243902439
Stamina RPG 7 - FE/[28] [293] Mission Complete,7251ef9282101f4560a4b4efba11ea5fb5dd463c,28,292.5,327.0,0.8650793650793651
Stamina RPG 8/[11] [145] Body Moves (Medium),5df6623ecf2330c154cd1f1dbc36abf5c03354e3,11,145.0,55.0,0.4074074074074074
Stamina RPG 8/[11] [140] CYBER,d715c255f0fe29e3a01a5e2f2484ac09940cf770,11,140.0,28.0,0.8484848484848485
Stamina RPG 8/[11] [126] Deep Down,31aedd96b0371b6b4a7915990938deb5ca4f25b3,11,126.0,57.0,0.7125
Stamina RPG 8/[11] [120] Floating Cube,390b157ee81429e87cb783ed06f9e142abd473fe,11,120.0,66.0,0.7674418604651163
Stamina RPG 8/[11] [146] Good Luck My Way (Medium),c6f429e7dae3fdab169055d3a0bc96e15ebc514b,11,146.0,57.0,0.41007194244604317
Stamina RPG 8/[11] [123] I Found You,f4646570e1d40cf2773e13de9ac7b37df8920141,11,123.0,22.0,0.46808510638297873
Stamina RPG 8/[11] [136] KODO,74f132df7d6bbed3e32913ca1465ca5ddb9f3977,11,136.0,27.0,0.5625
Stamina RPG 8/[11] [134] March of the Pigs,e3a013573d8b31517213a5377ab163751710fe0f,11,134.486,35.0,0.6481481481481481
Stamina RPG 8/[11] [135] Mintblue Girl (Hard),7c861138f8f3c0129fe1dff5106f5784bb1c0d47,11,135.0,44.0,0.4888888888888889
Stamina RPG 8/[11] [143] Nocturne Common Battle (Hard),99983dff6b8282a7226069acce9c02b6e8228c79,11,143.0,33.0,0.5892857142857143
Stamina RPG 8/[11] [132] Random,75bf5cb73558f0d1239c8706e1ae83a3d229ce4a,11,132.0,37.0,0.5211267605633803
Stamina RPG 8/[11] [125] Take Over,000124a2b5b1413bb54ed5b8dc56e97115c9a6f3,11,125.498,92.0,0.8518518518518519
Stamina RPG 8/[12] [128] Anti Gravity,20f21f593dcb93e2acb8586df5fe56e148d0b344,12,128.0,90.0,0.7377049180327869
Stamina RPG 8/[12] [138] BAAM,7915130dde22d12128cbbf9053c61440f330c5e8,12,138.0,73.0,0.7087378640776699
Stamina RPG 8/[12] [150] Do it!! Do it!!,42c08a08a14f04da0c9c06694142c79cc34ba3dc,12,150.0,65.0,0.6435643564356436
Stamina RPG 8/[12] [138] Eientewi set 01,93342c6e4532730bc9abf9660d005714276fc510,12,138.0,90.0,0.8737864077669902
Stamina RPG 8/[12] [150] EPSILON LOVE,7eb7ead4db8211275e9837fa29e0168edbccb7a7,12,150.0,50.0,0.7936507936507936
Stamina RPG 8/[12] [150] Flash Dungeon,b1dbd809f34e8d5af5f427c01cdbb9049056690f,12,150.0,58.0,0.6666666666666666
Stamina RPG 8/[12] [147] Freedom,cf05fe93af8cc768c86b444c666911f502681ae8,12,147.0,92.0,0.5822784810126582
Stamina RPG 8/[12] [145] High Stakes Club,8ca817dfaddc9e169077367afa2b0ae60dc7976c,12,145.0,78.0,0.624
Stamina RPG 8/[12] [169] Hishoku no Sora (Easy),59f36b3960b3fd296170af030316595b88e3dd2f,12,169.0,41.0,0.6307692307692307
Stamina RPG 8/[12] [166] Ludicrous Speed (Medium),312ac5fbc6ec8212d9e66692d1e877da8fc8b81f,12,166.0,50.0,0.45454545454545453
Stamina RPG 8/[12] [135] Process of Annihilation,9cb540935260956b48d77db3de431c840005c9ba,12,135.0,70.0,0.6730769230769231
Stamina RPG 8/[12] [150] Puta Bass,355f2115671663042452a96efb90b43ffebe531d,12,150.0,81.0,0.4576271186440678
Stamina RPG 8/[12] [162] quell (Easy),1e4c8faf30de6ca5e262bf419d743437f4f4b58e,12,162.0,40.0,0.7142857142857143
Stamina RPG 8/[12] [125] Running In The Dark (Hard),b3b5a5c884ee1ae8b5b796d0f739632d7f2a3dfd,12,125.0,95.0,0.9134615384615384
Stamina RPG 8/[12] [140] Scarlet Volition,0eba2f07dd115c530fd53d135f1c778f7d7fd333,12,140.0,79.0,0.8876404494382022
Stamina RPG 8/[12] [132] Space Invaders,1736b1647b8113479dbe8ed9ed748c4cd5009403,12,132.0,130.0,0.7262569832402235
Stamina RPG 8/[12] [141] TMI,baacbb63928d273485cd0d802e16a104fe02d278,12,141.0,86.0,0.8037383177570093
Stamina RPG 8/[12] [123] Uninstall,4537cd70bd3c864ef669457861ae7af0c6864f04,12,122.5,110.0,0.8870967741935484
Stamina RPG 8/[13] [160] Anti Girl,8937a0603fd2d3ebe7903ecc7b364aad7a71ed13,13,160.0,61.0,0.782051282051282
Stamina RPG 8/[13] [164] Aoi,4dcd46e9e4535b7ee402b77918f7bcd1fd0980fa,13,164.031,104.0,0.7536231884057971
Stamina RPG 8/[13] [146] Apache Rocks The Bottom (Alex K Remix),b2ea09eb726603fc8d6f4f57ce4cacbd1c950573,13,146.0,199.0,0.796
Stamina RPG 8/[13] [150] AUH (Booty 'VIP' Mix),519dcd1fb4b3575c91466fbbb6922b67c3e9f0b9,13,150.0,102.0,0.7083333333333334
Stamina RPG 8/[13] [160] Cy-Bird,ab24b8ad9a86aaf25dc7ca23f5ca7a901a74ee58,13,160.0,47.0,0.7230769230769231
Stamina RPG 8/[13] [170] Dream Song,edae9119faf87503b084431112b6bd5c22c6a958,13,170.0,56.0,0.5
Stamina RPG 8/[13] [162] HER,d898219c2eff8aa288251a610ae68edfdc934cae,13,162.0,81.0,0.7431192660550459
Stamina RPG 8/[13] [160] Infinity Heaven,16a2d2deaa9c7f4940709794e300432fb1523d3a,13,160.0,54.0,0.8181818181818182
Stamina RPG 8/[13] [148] Let Me Fly on Tokyo Night,9a60d6364fee9f74ff9edf4aa925e925e9afdb67,13,148.0,127.0,0.7514792899408284
Stamina RPG 8/[13] [146] Need Your Love,95a204473e32878c0a1b47c956e7bb0042762902,13,146.0,183.0,0.9289340101522843
Stamina RPG 8/[13] [130] Please Me,74826341155d0426b9e222ae165db4a3a862ed88,13,130.0,142.0,0.9861111111111112
Stamina RPG 8/[13] [174] Reanimate,85979e176837bbc4ad014e5dae5b0b630ca8c65c,13,174.0,43.0,0.6323529411764706
Stamina RPG 8/[13] [157] Satomi Tadashi Pharmacy,dcbf41938f7319a9adc8749eb39ef9bf61f3d4ba,13,157.0,69.0,0.8313253012048193
Stamina RPG 8/[13] [138] The Endless Love,b0f56859be204e88ec8066b0da8b183c22ac95e9,13,138.0,238.0,0.9015151515151515
Stamina RPG 8/[13] [155] Tokyo Lights,68ceb297a26efe2b755111b574b60724d4cf22df,13,155.0,87.0,0.9560439560439561
Stamina RPG 8/[13] [175] Ultra B+K,a349e24ef37d60b4ade45afd8d6ced4ca0a96fc7,13,175.0,44.0,0.55
Stamina RPG 8/[13] [135] Veritas,a29cff0af9c4189321b91650c848849f8b13f3bd,13,135.0,170.0,0.8018867924528302
Stamina RPG 8/[13] [140] Vostok 5,3872520b2fab4a7dd24c678b12e39e3799560825,13,140.0,175.0,0.78125
Stamina RPG 8/[13] [154] YoiYoi KoKon,d801d563a1bfdaf99d102186a10d683fcfa3fc65,13,154.0,94.0,0.6308724832214765
Stamina RPG 8/[13] [140] YOU GET TO BURNING,bc1d43ade286f1ef064716c3341e1d4fd171f9c5,13,139.912,121.0,0.983739837398374
Stamina RPG 8/[14] [150] Black Wings,b2ce517c12a965c44119d0dceab2f29b650520e6,14,150.0,144.0,1.0
Stamina RPG 8/[14] [140] Counterpoint,a796592db83fff0e5fab60f904b2af5889e0d62b,14,140.0,326.0,0.9261363636363636
Stamina RPG 8/[14] [160] DisCow MosCow,133dd310b131e757501972869d8a9f1a3b7142c7,14,160.0,154.0,0.7096774193548387
Stamina RPG 8/[14] [170] EXODUS,e30fbfc0cda9ff32d08e1b6557b9aead51bd6cf1,14,170.0,92.0,0.71875
Stamina RPG 8/[14] [178] Fading Sky,588c21836b74f9bdf8295573afa4de4e2bcb8f8a,14,178.0,98.0,0.765625
Stamina RPG 8/[14] [140] Firing Up,e985c545c5f34c86d0a39453bac7729a373d3377,14,140.0,355.0,0.9491978609625669
Stamina RPG 8/[14] [182] Forever,605e25b2457f8483775f582c45b6d192625b6608,14,182.0,115.0,0.5927835051546392
Stamina RPG 8/[14] [180] Hanbunko Hanabi,44252f841c25d4d273da5622beb62118f8693584,14,180.0,82.0,0.640625
Stamina RPG 8/[14] [156] Killing My Love,a5c7f0836bf781c0208551343f76c1ba31b7d0bf,14,156.0,140.0,0.8284023668639053
Stamina RPG 8/[14] [153] Luin of Celtchar,d189f6535c37903a15c00153b03e023f958e25ff,14,153.0,125.0,0.78125
Stamina RPG 8/[14] [165] Metallic Punisher,53a24c3dbb3e29f7a7e783ea0b276a0806a9e77d,14,165.0,122.0,0.8026315789473685
Stamina RPG 8/[14] [160] moon_child [E-S style mix],462778ffe47606a3a543ba5498c9803663b55668,14,160.0,114.0,0.8085106382978723
Stamina RPG 8/[14] [174] She Moves,f5750736fccf5feeb251de74ff47e1bb00d516fd,14,174.0,74.0,0.7326732673267327
Stamina RPG 8/[14] [174] Siren,bccd2ff33dfd8c7ead501e8401066ca40c8ebc5f,14,174.0,92.0,0.6388888888888888
Stamina RPG 8/[14] [185] Teo,08aa521ed9f014871a872427ed823de245d53396,14,185.0,85.0,0.5743243243243243
Stamina RPG 8/[14] [154] too young to love,5bca90f3e38a9b3acea124a8b8ad9f69d1180bcd,14,154.0,113.0,0.9416666666666667
Stamina RPG 8/[15] [180] Awakening,168be3f2853e7c411171ab9f0fcc1cd94a7e8427,15,180.0,151.0,0.634453781512605
Stamina RPG 8/[15] [176] Blood Sugar (Easy),7fb5cc588aa1e0ced890b72c14dec3a2f8e4a322,15,176.0,119.0,0.7628205128205128
